公司名称;股票代码;营业总收入(万元)
中国石油集团资本股份有限公司;000617.SZ;2,930,618.92
天津泰达股份有限公司;000652.SZ;1,902,344.80
新奥生态控股股份有限公司;600803.SH;1,003,563.29
中粮生物化学(安徽)股份有限公司;000930.SZ;627,591.41
新疆天富能源股份有限公司;600509.SH;423,783.54
华西能源工业股份有限公司;002630.SZ;413,403.33
广东韶能集团股份有限公司;000601.SZ;359,410.41
山东龙力生物科技股份有限公司;002604.SZ;196,587.88
广州迪森热能技术股份有限公司;300335.SZ;192,071.47
广东长青(集团)股份有限公司;002616.SZ;189,268.17
宁波热电股份有限公司;600982.SH;155,782.61
江苏金通灵流体机械科技股份有限公司;300091.SZ;146,346.17
安徽盛运环保(集团)股份有限公司;300090.SZ;135,780.29
上海科泰电源股份有限公司;300153.SZ;107,321.70
山东民和牧业股份有限公司;002234.SZ;106,750.24
浙江嘉澳环保科技股份有限公司;603822.SH;88,257.70
中科云网科技集团股份有限公司;002306.SZ;9,668.70
